age,edu,edunumber,gender,gov,marriage,occupation,relation,skin,workhour,income
40,14,6,1,1,1,8,3,1,40,0
45,4,0,1,2,1,0,3,1,50,0
40,5,15,2,2,1,6,1,1,40,1
41,2,10,2,1,3,2,4,1,40,0
58,4,0,2,1,2,5,6,1,40,0
44,8,11,1,5,1,2,3,1,40,1
26,4,0,1,1,1,4,3,1,65,0
29,7,12,1,1,3,4,4,1,45,0
45,12,14,2,1,3,6,4,1,40,0
23,7,12,1,1,3,3,4,1,40,0
39,4,0,2,6,2,0,6,1,40,0
45,15,16,1,2,1,6,3,1,40,1
51,12,14,1,5,1,6,3,1,40,1
22,4,0,1,1,3,7,2,1,40,0
67,10,4,1,0,2,0,4,1,3,0
28,4,0,1,1,1,0,3,1,40,0
23,2,10,2,1,3,3,6,1,25,0
33,4,0,1,1,1,3,3,5,35,0
37,8,11,1,1,1,1,3,1,43,0
19,2,10,2,1,3,0,2,1,40,0
90,13,2,2,0,5,0,4,5,40,0
35,3,7,1,1,1,0,3,1,40,0
62,10,4,2,1,2,1,6,1,38,0
20,2,10,2,0,3,0,2,1,15,0
25,4,0,1,1,3,3,4,1,40,0
21,4,0,1,1,3,2,5,1,40,0
32,2,10,1,1,3,3,2,1,35,0
32,1,13,2,5,1,6,1,1,45,0
70,4,0,2,5,5,0,4,1,12,0
65,14,6,1,0,1,0,3,1,50,1
57,3,7,1,1,1,2,3,1,40,0
31,2,10,1,1,3,2,4,1,40,0
37,1,13,1,1,1,5,3,1,60,1
34,4,0,2,1,2,3,6,1,36,0
26,2,10,1,2,1,0,3,1,78,0
44,2,10,1,1,1,4,3,1,48,0
66,10,4,1,1,1,2,3,1,40,0
39,4,0,2,5,2,2,6,1,40,0
31,4,0,1,1,1,8,3,1,40,1
53,8,11,1,1,1,1,3,1,40,1
36,4,0,2,1,1,8,1,1,50,0
61,0,5,1,1,1,2,3,1,40,0
43,1,13,1,1,1,4,3,1,40,1
38,2,10,1,1,1,5,3,1,40,0
26,4,0,1,1,3,0,4,1,50,0
27,4,0,1,1,1,7,3,3,8,0
58,0,5,2,5,2,3,4,1,40,0
37,4,0,2,6,2,0,6,1,12,0
56,10,4,1,1,1,2,3,1,26,0
36,2,10,1,1,4,5,4,1,60,1
29,4,0,1,1,3,2,4,5,40,0
28,14,6,1,1,3,0,6,1,30,0
61,15,16,1,2,1,6,3,1,40,1
66,0,5,1,2,1,0,3,1,25,1
31,2,10,1,1,1,0,3,1,50,1
21,7,12,2,1,3,3,2,1,40,0
67,4,0,1,2,1,0,3,1,58,1
26,4,0,1,1,5,0,4,1,40,0
21,2,10,1,1,3,2,4,1,50,0
33,4,0,1,1,1,8,3,1,40,0
33,4,0,2,1,2,3,6,1,32,0
59,1,13,1,6,1,5,3,1,50,1
82,10,4,1,3,1,0,3,1,50,0
34,15,16,2,6,1,6,1,1,50,1
29,1,13,1,1,1,5,3,1,50,1
19,2,10,2,1,2,3,2,1,40,0
57,4,0,1,2,1,5,3,1,1,0
41,2,10,1,1,1,5,3,1,50,1
55,14,6,1,1,1,3,3,5,40,0
27,2,10,1,1,3,7,4,5,40,0
33,4,0,1,1,3,2,4,1,45,0
43,2,10,1,6,2,0,4,5,50,1
72,2,10,2,4,5,1,4,1,16,0
68,4,0,1,2,1,4,3,1,40,0
29,4,0,2,1,4,0,2,1,40,0
41,1,13,1,1,1,6,3,1,60,0
30,4,0,1,1,1,0,3,1,40,0
31,1,13,1,1,2,3,4,2,70,1
54,16,3,2,1,6,3,6,5,30,0
32,7,12,2,1,4,5,6,1,50,1
56,4,0,2,1,5,4,4,1,40,0
39,1,13,2,0,1,0,1,1,6,1
41,8,11,1,6,1,6,3,1,35,1
48,4,0,2,1,2,0,4,1,40,0
66,10,4,1,2,1,0,3,1,48,0
25,1,13,2,3,3,4,4,1,50,0
31,4,0,1,1,1,8,3,1,40,0
32,7,12,1,1,2,4,4,1,48,0
51,1,13,1,1,1,5,3,1,40,1
42,4,0,2,1,3,0,5,5,40,0
22,2,10,2,0,3,0,4,5,35,0
31,5,15,1,1,1,6,3,1,60,1
43,4,0,2,2,1,5,1,1,40,0
42,2,10,2,1,3,0,6,5,40,0
20,4,0,1,6,3,3,5,4,40,0
40,1,13,1,1,1,6,3,1,40,1
65,4,0,2,1,5,0,4,1,20,0
53,1,13,1,1,1,6,3,1,52,1
56,2,10,1,1,1,2,3,1,60,1
51,15,16,1,6,1,5,3,1,55,1
38,4,0,1,0,1,0,3,1,40,0
44,12,14,1,1,1,5,3,1,50,1
49,4,0,1,3,1,5,3,1,60,1
47,4,0,1,1,2,2,4,5,44,1
22,7,12,2,1,1,6,1,1,40,0
53,2,10,1,1,4,2,4,1,45,1
41,2,10,1,5,2,0,4,1,20,0
19,4,0,1,1,3,0,2,1,40,0
27,1,13,2,5,3,6,4,3,43,0
48,8,11,2,2,1,5,1,1,25,1
52,10,4,2,1,3,3,2,1,7,0
61,5,15,1,6,1,6,3,1,40,1
45,1,13,1,2,1,5,3,2,45,1
29,0,5,1,1,1,8,3,1,40,0
41,2,10,1,1,2,3,4,1,21,0
38,2,10,1,1,2,5,6,5,60,0
32,2,10,2,1,1,6,1,1,40,1
37,4,0,1,1,1,3,3,1,40,0
55,14,6,1,1,1,8,3,1,40,0
62,4,0,1,5,1,0,3,1,40,0
48,4,0,1,1,1,8,3,1,40,0
43,2,10,1,1,1,5,3,1,50,1
25,4,0,1,1,3,4,2,5,24,0
47,4,0,2,1,4,3,4,1,40,0
49,1,13,1,2,1,0,3,1,70,0
55,4,0,1,1,1,3,3,1,40,0
42,4,0,2,1,2,0,6,1,40,0
40,4,0,1,1,2,0,2,1,40,0
34,8,11,1,1,1,5,3,1,40,0
38,4,0,2,1,4,4,6,1,10,0
39,4,0,1,1,1,2,3,1,40,1
45,7,12,2,1,2,2,4,1,55,0
43,7,12,1,1,3,4,2,1,40,0
32,4,0,2,4,3,5,4,5,40,0
18,2,10,2,1,3,3,2,1,20,0
27,12,14,1,1,3,6,4,1,40,0
57,7,12,2,1,2,1,4,1,40,0
38,4,0,2,1,1,0,1,1,60,0
67,1,13,1,1,1,6,3,1,40,1
26,3,7,2,1,4,3,6,1,20,0
21,4,0,1,1,3,8,2,1,40,0
17,14,6,1,1,3,3,2,1,15,0
31,4,0,1,1,1,2,3,1,40,0
51,7,12,1,2,4,4,4,5,30,0
29,1,13,1,1,1,5,3,1,40,1
28,1,13,1,1,3,2,2,1,40,1
32,7,12,1,1,1,6,3,1,45,1
31,2,10,1,5,1,0,3,1,45,0
26,2,10,1,1,1,7,3,1,40,1
28,1,13,2,5,2,6,4,1,40,0
40,12,14,2,1,3,6,4,1,40,0
51,10,4,1,1,3,7,2,1,19,0
62,2,10,1,1,1,0,3,5,20,0
54,14,6,1,1,1,8,3,1,60,0
55,4,0,2,1,4,3,4,1,16,0
24,4,0,1,1,3,7,4,1,20,0
27,12,14,1,1,3,0,2,1,45,0
18,4,0,1,1,3,0,2,1,30,0
22,1,13,2,1,3,6,4,3,40,1
21,4,0,2,1,3,4,4,1,40,0
44,2,10,1,2,1,4,3,2,80,1
50,12,14,1,0,1,0,3,1,60,1
38,1,13,1,1,1,6,3,1,40,1
39,1,13,1,1,1,6,3,1,50,1
27,4,0,1,1,1,2,3,1,40,0
35,3,7,1,1,2,2,4,5,40,0
51,2,10,1,1,1,2,3,1,60,1
60,2,10,1,1,1,3,3,1,40,0
62,2,10,1,0,1,0,3,1,40,1
38,4,0,1,1,1,8,3,1,40,0
37,2,10,1,1,4,7,4,5,35,0
43,2,10,2,1,2,0,2,1,40,0
49,2,10,2,6,2,0,6,1,50,0
17,14,6,2,1,3,3,2,1,25,0
32,4,0,1,1,3,3,4,1,60,0
23,1,13,2,1,3,6,4,1,38,0
28,1,13,1,1,1,6,3,1,40,1
83,1,13,1,3,1,5,3,1,55,1
25,1,13,2,1,3,0,2,1,40,0
42,1,13,1,1,1,5,3,1,60,0
46,3,7,1,5,3,3,4,1,40,0
29,1,13,2,1,3,6,4,4,50,0
44,12,14,1,1,1,5,3,1,45,1
60,5,15,1,2,1,4,3,1,45,1
30,8,11,2,5,2,0,6,3,40,0
24,2,10,2,1,3,4,2,1,17,0
17,14,6,2,1,3,3,2,1,10,0
76,3,7,2,0,5,0,5,1,16,0
31,7,12,2,1,3,1,2,1,40,0
52,2,10,1,1,1,2,3,1,40,1
39,1,13,2,1,3,5,2,2,35,0
73,1,13,1,3,1,4,3,1,50,1
38,4,0,2,1,3,3,6,5,24,0
48,4,0,2,1,2,3,4,5,20,0
60,14,6,2,1,5,4,4,1,40,0
26,4,0,1,1,3,0,4,1,40,0
20,4,0,1,1,3,3,5,1,40,0
54,15,16,2,6,3,5,4,1,40,1
50,4,0,1,5,1,3,3,5,40,0
20,2,10,2,1,3,0,2,1,40,0
23,2,10,1,1,3,0,5,5,22,0
35,8,11,1,1,1,2,3,1,40,1
43,14,6,1,1,3,8,4,5,40,0
50,4,0,1,1,1,0,3,1,32,0
58,13,2,1,1,4,0,4,5,50,0
55,7,12,1,6,2,0,2,2,40,0
29,1,13,1,1,1,5,3,1,45,1
47,2,10,2,1,2,8,4,1,40,0
39,4,0,2,1,1,6,1,5,40,0
63,4,0,2,5,1,0,1,1,35,1
27,4,0,1,1,3,0,4,1,60,0
62,3,7,2,0,2,0,4,5,40,0
38,2,10,2,1,3,5,2,1,40,0
25,4,0,1,1,3,7,4,1,65,0
31,4,0,1,1,1,3,3,1,52,0
40,2,10,2,4,3,0,2,1,40,0
42,15,16,1,1,3,6,4,1,50,0
52,4,0,1,1,1,4,3,1,40,1
46,1,13,1,1,1,0,3,1,40,1
31,2,10,2,1,4,3,6,1,50,0
33,4,0,2,1,2,3,6,1,40,0
58,4,0,2,1,3,0,6,1,40,0
52,4,0,1,5,2,1,6,1,36,1
25,1,13,1,2,3,5,4,1,35,1
54,1,13,1,1,1,4,3,1,40,1
46,12,14,1,1,1,0,3,1,60,0
28,4,0,1,1,1,2,3,1,40,0
24,10,4,1,2,1,2,3,1,40,0
39,1,13,2,1,3,5,4,1,40,0
60,2,10,1,4,1,1,3,1,40,0
22,4,0,2,1,3,3,6,1,40,0
27,1,13,2,1,3,5,2,1,40,0
35,1,13,1,1,1,4,3,1,45,1
47,1,13,1,1,1,6,3,1,50,0
33,1,13,2,2,1,6,1,1,50,1
40,1,13,1,3,1,5,3,1,45,1
38,1,13,1,1,1,5,3,1,40,1
26,7,12,2,1,4,2,4,4,40,0
54,1,13,1,2,1,4,3,1,50,1
39,1,13,1,1,1,8,3,1,40,0
60,10,4,1,1,2,8,4,1,40,0
32,12,14,2,1,3,5,4,1,40,0
19,2,10,2,6,3,0,2,1,15,0
49,4,0,1,0,1,0,3,1,60,0
31,3,7,2,1,3,0,6,1,48,0
29,4,0,2,1,4,4,6,1,25,0
39,4,0,2,1,3,4,6,5,40,0
42,12,14,1,1,1,4,3,1,50,1
26,4,0,2,1,2,3,6,1,35,0
27,8,11,1,1,3,5,2,1,40,0
52,0,5,2,1,5,0,6,1,40,0
50,2,10,2,5,2,3,6,5,40,0
51,4,0,1,1,1,8,3,1,45,1
51,4,0,1,4,1,0,3,1,40,1
40,4,0,1,1,1,4,3,1,40,1
61,10,4,1,1,5,0,4,5,40,0
35,4,0,1,1,2,2,6,1,40,0
41,4,0,2,0,2,0,4,5,28,0
31,12,14,1,1,1,5,3,1,40,1
43,4,0,1,1,1,2,3,1,40,1
20,4,0,1,1,3,7,2,1,40,0
35,2,10,1,1,4,2,4,1,40,0
30,2,10,1,1,1,4,3,1,45,0
42,5,15,1,2,1,6,3,1,40,1
51,4,0,1,1,1,7,3,1,40,1
39,12,14,1,3,2,5,4,2,99,1
69,0,5,1,2,1,0,3,1,25,0
63,0,5,1,0,1,0,3,1,40,1
29,2,10,2,4,3,0,6,5,40,0
21,2,10,1,1,3,4,2,1,20,0
24,1,13,1,1,3,1,4,1,55,0
55,4,0,1,1,1,3,3,5,40,0
42,4,0,1,2,1,2,3,1,45,0
48,3,7,2,1,1,3,1,1,40,0
31,1,13,2,1,3,1,4,1,42,0
52,8,11,1,1,1,5,3,1,40,1
30,2,10,2,1,3,3,4,1,40,0
29,4,0,1,1,3,2,4,1,40,0
32,2,10,1,1,1,7,3,1,40,0
47,2,10,1,1,1,6,3,1,40,1
56,0,5,1,1,1,2,3,1,40,0
40,2,10,1,1,1,0,3,1,40,0
20,2,10,2,1,3,6,2,1,10,0
36,2,10,1,1,4,2,4,1,40,0
45,1,13,1,1,3,6,4,1,40,0
38,0,5,1,1,1,0,3,1,40,0
60,5,15,1,6,1,6,3,1,40,1
70,12,14,1,2,1,5,3,5,40,0
21,2,10,2,1,3,3,2,1,30,0
57,4,0,2,1,5,0,4,1,40,0
33,4,0,1,1,1,8,3,1,48,0
37,4,0,1,1,1,2,3,1,50,0
50,5,15,1,2,1,5,3,1,50,1
68,2,10,1,1,1,4,3,1,55,1
28,3,7,2,1,1,0,1,1,40,0
32,2,10,1,1,1,2,3,1,40,0
30,5,15,1,1,2,6,4,1,50,1
18,3,7,1,1,3,7,2,1,30,0
45,2,10,2,1,2,6,6,1,20,0
22,4,0,2,1,3,0,6,1,40,0
38,1,13,2,1,3,8,4,1,8,0
37,8,11,2,1,2,6,4,1,40,0
23,1,13,1,1,3,0,4,1,40,0
59,10,4,1,1,1,2,3,1,40,0
48,5,15,1,3,1,6,3,1,40,1
53,2,10,1,3,1,5,3,1,50,1
18,4,0,1,1,3,0,2,1,25,0
30,1,13,2,1,3,4,4,1,40,0
50,2,10,1,1,1,4,3,1,45,1
63,3,7,1,0,1,0,3,1,40,0
38,4,0,1,2,1,2,3,1,40,0
48,0,5,2,1,2,4,4,1,40,0
60,4,0,1,1,1,2,3,1,40,0
46,4,0,2,1,4,7,6,1,50,0
30,4,0,1,0,3,0,2,1,30,0
39,1,13,1,1,1,4,3,1,60,1
55,2,10,1,5,1,6,3,1,40,1
17,3,7,1,1,3,4,2,1,15,0
46,1,13,1,1,1,4,3,1,55,1
50,4,0,2,1,2,4,6,1,65,0
32,1,13,1,1,3,0,4,5,30,0
18,4,0,2,1,3,3,2,1,40,0
34,4,0,1,1,4,3,4,5,40,0
50,1,13,1,1,2,6,4,1,45,1
32,3,7,1,1,1,5,3,1,55,0
23,1,13,2,5,3,6,4,5,40,0
26,1,13,1,1,3,6,4,1,50,0
46,7,12,2,1,2,6,4,1,50,0
43,2,10,1,3,1,4,3,1,55,0
32,4,0,1,1,1,0,3,1,60,1
37,7,12,2,6,2,6,6,1,38,0
48,2,10,1,1,1,0,3,1,45,1
28,1,13,1,1,3,0,4,1,40,0
43,4,0,1,1,1,8,3,1,40,0
51,14,6,2,5,5,3,4,1,24,0
30,4,0,1,1,3,8,4,1,50,0
34,12,14,1,6,1,6,3,1,50,1
34,4,0,1,1,1,2,5,3,40,0
41,1,13,1,1,1,5,3,1,60,1
53,14,6,2,1,2,0,6,1,48,0
42,17,1,1,1,1,2,3,1,40,0
18,4,0,2,1,3,3,2,1,30,0
81,1,13,1,1,5,4,4,1,50,1
40,8,11,1,1,1,6,3,1,40,0
26,1,13,2,1,3,1,2,1,35,0
20,2,10,2,1,3,1,2,1,15,0
41,4,0,2,1,3,4,4,1,50,0
49,12,14,1,6,1,6,3,1,45,1
22,2,10,2,1,3,3,4,1,20,0
46,1,13,1,1,2,6,4,1,45,1
56,2,10,2,1,2,5,4,1,40,0
35,4,0,2,1,1,5,1,1,40,1
34,1,13,2,1,4,5,4,1,35,0
29,12,14,2,5,1,6,1,1,40,1
28,11,8,1,1,1,6,3,1,45,0
35,1,13,1,1,3,3,4,1,37,0
29,2,10,1,1,1,5,3,1,40,0
21,2,10,2,1,3,0,4,1,30,0
52,2,10,1,2,1,5,3,1,95,1
45,4,0,1,1,1,2,3,1,40,0
43,4,0,1,1,1,2,3,5,40,0
35,4,0,2,0,1,0,5,1,25,0
21,2,10,1,0,3,0,2,1,20,0
35,14,6,1,1,3,3,2,1,40,0
30,4,0,1,1,1,0,3,1,40,0
45,4,0,2,1,3,8,6,1,40,0
29,2,10,2,1,3,3,5,1,20,0
29,14,6,2,6,3,3,2,5,40,0
33,1,13,2,1,3,5,4,1,40,0
17,14,6,1,1,3,3,2,5,15,0
52,4,0,2,1,2,4,6,1,25,0
24,2,10,2,1,4,0,6,1,35,0
32,4,0,1,6,1,0,3,1,40,1
40,1,13,2,1,3,5,4,1,48,0
32,4,0,1,1,4,5,4,1,40,0
33,1,13,2,1,3,4,4,1,40,0
30,10,4,1,1,3,2,4,1,38,0
28,4,0,1,1,3,0,4,1,40,0
62,7,12,1,7,1,0,3,1,50,0
46,1,13,1,5,1,0,3,1,40,1
32,8,11,2,1,3,1,4,1,64,0
26,4,0,1,1,1,2,3,1,40,1
41,1,13,1,3,1,6,3,1,40,1
57,2,10,1,4,1,0,3,1,40,1
52,2,10,1,1,1,4,3,1,45,1
35,1,13,1,2,1,5,3,1,50,1
19,4,0,1,1,3,7,2,1,16,0
49,1,13,1,1,3,5,4,1,45,1
47,8,11,1,1,1,2,3,1,60,1
38,3,7,2,1,1,0,1,1,32,0
30,4,0,1,1,3,8,2,1,40,0
32,3,7,1,1,1,7,3,1,40,0
32,4,0,2,1,1,5,1,1,50,1
46,8,11,2,1,3,5,2,1,40,0
22,4,0,1,1,3,0,4,1,50,0
47,2,10,1,5,1,0,3,1,50,0
57,2,10,2,2,1,4,1,1,25,1
47,2,10,2,1,2,0,6,5,40,0
41,1,13,1,1,1,6,3,1,56,1
36,4,0,1,5,1,0,3,1,40,0
32,1,13,1,1,1,0,3,1,60,0
37,3,7,1,1,6,3,5,1,40,0
36,4,0,1,3,1,0,3,1,45,0
64,4,0,1,1,1,2,3,1,40,0
17,14,6,1,1,3,3,2,1,15,0
23,2,10,2,1,3,0,2,1,15,0
40,2,10,2,1,2,0,6,1,40,0
42,1,13,1,6,1,5,3,1,50,1
37,4,0,1,2,1,3,3,1,42,0
35,2,10,2,4,3,7,6,1,40,0
56,4,0,1,2,2,3,4,1,50,0
52,1,13,1,1,1,2,3,2,40,0
37,1,13,1,5,1,1,3,1,45,1
48,15,16,1,6,1,6,3,1,65,1
24,4,0,2,1,2,3,2,1,40,0
33,8,11,1,1,1,2,3,1,40,0
39,8,11,1,1,1,1,3,2,40,0
34,4,0,1,1,2,0,4,5,42,0
24,1,13,2,0,2,0,4,1,40,0
23,2,10,1,1,3,5,2,4,24,0
49,4,0,1,1,1,4,3,1,65,1
18,4,0,1,1,3,3,4,1,25,0
20,11,8,1,1,3,8,2,1,40,0
54,12,14,1,1,1,4,3,1,55,1
19,2,10,1,1,3,0,2,1,40,0
53,4,0,1,1,1,2,3,1,46,1
34,11,8,2,0,4,0,6,5,40,0
28,4,0,1,1,3,2,2,1,40,0
35,4,0,1,1,1,8,3,1,40,0
20,2,10,2,1,3,4,4,1,20,0
31,2,10,2,1,2,0,4,1,50,0
37,15,16,2,1,4,6,6,1,40,0
64,11,8,1,1,1,2,3,1,40,0
42,2,10,1,1,1,1,3,1,40,1
27,2,10,1,1,2,4,4,1,50,0
36,2,10,2,2,3,3,6,1,50,0
36,2,10,1,1,1,2,3,1,40,1
23,4,0,1,1,3,7,2,5,40,0
46,4,0,1,1,1,2,3,1,40,0
24,3,7,1,1,3,2,4,5,35,0
22,4,0,2,1,3,0,2,1,40,0
62,1,13,1,1,1,5,3,1,40,1
19,4,0,1,1,3,3,2,1,40,0
20,4,0,1,1,3,3,2,1,30,0
47,12,14,1,1,1,5,3,2,40,1
57,4,0,2,1,3,0,2,1,40,0
19,4,0,1,1,3,8,2,1,35,0
37,12,14,2,5,1,6,1,1,45,1
35,4,0,1,3,1,4,3,1,65,1
17,11,8,2,1,3,4,2,1,20,0
36,2,10,2,5,2,0,6,1,35,0
50,2,10,1,1,1,0,3,1,40,1
35,4,0,2,1,1,6,1,1,35,0
27,15,16,1,6,3,6,4,1,77,0
28,4,0,1,1,1,2,3,1,30,0
29,5,15,1,2,2,6,4,1,60,1
25,4,0,1,1,4,2,4,5,40,0
47,7,12,2,3,5,5,4,1,67,0
29,12,14,2,6,1,6,1,1,45,1
19,4,0,2,1,3,0,4,1,40,0
49,2,10,1,1,1,0,3,1,40,0
31,5,15,1,1,1,6,3,1,25,1
43,7,12,2,4,1,6,1,5,40,0
56,3,7,1,2,1,2,3,1,40,0
42,4,0,2,1,2,2,6,1,40,0
45,2,10,1,4,1,6,3,1,56,1
40,1,13,2,1,5,5,6,1,40,0
44,2,10,2,1,2,0,6,1,38,0
17,14,6,2,0,3,0,2,1,20,0
36,4,0,2,1,2,0,6,1,40,0
19,2,10,2,1,3,4,2,1,20,0
53,4,0,2,5,1,0,1,1,40,1
72,2,10,1,2,1,2,3,1,35,0
46,8,11,1,1,1,0,3,3,60,0
33,2,10,2,1,4,6,6,1,37,0
22,0,5,1,1,3,7,2,2,40,0
17,3,7,2,0,3,0,5,1,25,0
41,4,0,1,1,1,1,3,1,45,1
46,0,5,1,1,1,8,3,1,43,0
33,4,0,2,1,3,4,2,1,20,0
32,17,1,1,1,1,8,3,1,40,0
52,4,0,1,2,2,2,4,1,40,0
27,4,0,2,1,3,0,2,1,40,0
48,4,0,1,6,1,0,3,1,72,1
22,2,10,2,1,3,0,4,1,35,0
25,4,0,1,1,2,3,4,1,50,0
60,4,0,1,0,1,0,3,1,42,0
38,8,11,1,1,1,4,3,1,40,0
37,4,0,1,1,1,0,3,1,50,0
49,2,10,2,1,2,0,6,1,40,0
40,1,13,1,2,1,2,3,1,30,0
48,4,0,1,1,1,8,3,1,46,1
31,2,10,2,1,3,0,6,5,40,0
40,4,0,1,2,1,3,3,1,45,0
25,4,0,2,1,2,4,6,1,37,0
68,1,13,1,1,1,5,3,1,45,1
18,4,0,2,0,3,0,2,5,20,0
19,11,8,2,1,3,0,2,1,30,0
35,4,0,1,3,3,0,4,1,60,0
28,4,0,2,1,2,0,6,1,50,0
53,4,0,2,1,2,4,4,1,40,0
33,2,10,1,1,1,0,3,1,41,0
20,4,0,1,1,3,7,2,1,40,0
45,1,13,2,2,3,4,4,1,35,0
36,1,13,1,1,1,5,3,1,50,1
34,2,10,1,1,1,5,3,1,45,0
32,2,10,2,1,3,0,2,1,40,0
19,2,10,1,1,3,0,2,1,25,0
24,4,0,2,1,3,0,2,1,40,0
34,2,10,1,1,1,8,3,1,40,1
32,4,0,2,1,3,0,5,1,35,0
37,4,0,1,1,1,2,3,1,45,1
31,2,10,2,1,4,4,6,1,40,0
21,2,10,2,1,3,3,2,1,35,0
47,4,0,1,1,1,0,3,1,85,1
23,2,10,1,1,1,2,3,1,40,0
33,12,14,1,1,1,5,3,1,40,1
60,1,13,1,0,1,0,3,2,25,0
17,4,0,1,1,3,0,2,1,20,0
67,4,0,1,1,1,7,3,1,24,0
57,12,14,1,1,1,6,3,1,55,1
17,3,7,1,1,3,7,2,1,20,0
53,4,0,1,1,1,2,3,1,40,0
25,2,10,1,2,1,2,3,1,50,1
24,4,0,1,6,1,0,3,1,49,1
48,2,10,1,2,1,0,3,1,40,0
51,12,14,1,1,1,5,3,1,47,1
38,4,0,1,1,4,0,4,5,40,0
51,4,0,1,1,1,6,3,1,46,1
18,4,0,2,1,3,1,2,1,10,0
23,2,10,2,1,4,4,6,1,40,0
42,2,10,1,1,1,2,3,1,60,1
34,4,0,2,1,4,3,4,1,35,0
39,4,0,1,1,3,8,6,1,40,0
20,4,0,1,0,3,0,2,1,12,0
39,2,10,2,1,3,3,6,5,40,0
21,2,10,1,2,3,0,2,1,40,0
26,10,4,1,1,3,2,4,1,40,0
54,2,10,1,4,1,2,3,1,40,0
34,2,10,2,1,2,4,4,1,40,0
32,4,0,1,6,3,0,2,1,40,0
59,10,4,1,2,1,0,3,1,40,0
24,3,7,2,0,1,0,1,4,24,0
54,1,13,2,1,5,4,6,1,40,0
54,1,13,1,1,1,5,3,1,40,0
67,4,0,2,1,5,4,4,1,18,0
33,4,0,1,1,1,6,3,1,60,0
37,4,0,2,1,1,0,1,1,40,0
47,1,13,2,1,2,3,4,1,25,0
51,4,0,2,1,2,3,4,1,40,0
45,4,0,1,1,1,0,3,1,40,0
19,4,0,2,1,3,3,4,1,30,0
58,15,16,1,3,1,6,3,1,24,1
27,4,0,1,1,3,2,4,5,40,0
36,2,10,2,1,3,3,4,1,40,0
20,7,12,1,0,3,0,4,1,40,0
51,4,0,2,1,3,0,4,1,40,0
45,12,14,2,2,3,6,4,1,60,0
32,4,0,1,1,2,0,6,1,40,0
59,4,0,2,1,2,3,4,5,40,0
45,1,13,1,2,1,6,3,1,40,1
43,4,0,1,0,1,0,3,1,40,0
54,14,6,1,1,2,6,6,1,68,1
20,2,10,2,0,3,0,2,1,32,0
29,1,13,2,5,3,6,2,5,42,0
28,3,7,2,1,3,3,4,5,40,0
18,3,7,2,2,3,4,2,1,40,0
49,1,13,2,1,2,6,4,1,50,0
46,4,0,1,1,2,2,4,1,30,0
58,4,0,1,0,1,0,3,5,30,0
56,1,13,2,1,3,6,4,1,45,0
41,7,12,2,1,2,5,6,5,50,0
50,5,15,1,3,1,6,3,1,60,1
74,2,10,1,2,1,6,3,1,35,0
30,4,0,1,1,1,5,3,1,40,0
62,4,0,2,1,5,2,6,5,40,0
19,4,0,2,1,3,8,2,1,40,0
29,4,0,2,1,1,0,1,5,40,0
20,2,10,2,0,3,0,5,5,40,0
36,10,4,1,1,1,0,3,1,35,0
36,4,0,1,1,3,3,4,1,40,0
51,7,12,2,5,1,0,1,1,30,0
37,2,10,1,2,1,5,3,1,50,1
29,4,0,1,2,1,2,3,1,40,0
17,14,6,1,1,3,7,2,1,20,0
18,4,0,2,1,3,0,2,1,20,0
40,1,13,1,3,3,6,2,1,40,0
26,1,13,2,3,3,0,4,1,40,0
42,2,10,1,2,1,2,3,1,45,0
32,4,0,1,1,2,2,4,1,40,0
33,0,5,1,1,1,0,5,1,40,0
28,2,10,2,0,3,0,6,1,40,0
43,1,13,1,1,1,8,3,1,40,1
47,4,0,1,1,1,2,3,1,40,0
37,2,10,2,1,3,1,2,5,40,0
73,1,13,1,0,1,0,3,1,10,0
37,4,0,1,1,1,3,3,1,30,0
50,2,10,2,1,1,0,5,1,35,1
19,4,0,1,1,3,4,2,1,50,0
32,2,10,1,5,1,3,3,1,40,0
44,8,11,1,5,2,1,6,2,40,0
20,2,10,2,1,3,3,2,1,16,0
29,2,10,2,1,3,1,4,1,40,0
21,2,10,2,0,3,0,2,1,40,0
34,8,11,2,1,3,6,6,1,40,0
44,1,13,1,5,1,5,3,1,52,0
18,3,7,2,1,3,3,2,1,20,0
22,2,10,2,1,3,1,5,1,40,0
39,15,16,2,6,2,6,4,1,40,1
26,2,10,1,5,3,0,4,1,40,0
29,1,13,1,0,1,0,3,1,25,0
21,2,10,1,1,3,3,2,1,40,0
49,1,13,1,5,1,6,3,1,50,0
24,7,12,1,1,3,8,2,1,20,0
26,1,13,1,1,3,5,4,1,60,0
25,2,10,1,1,3,0,4,1,60,0
30,7,12,1,1,1,6,3,1,40,0
52,1,13,1,1,1,6,3,1,38,1
30,4,0,1,1,1,2,3,1,40,0
20,4,0,1,1,3,0,4,1,40,0
31,4,0,1,1,2,7,4,1,40,0
44,1,13,1,1,1,5,3,1,40,1
46,2,10,1,3,1,4,3,1,60,1
31,4,0,2,1,3,0,2,1,40,0
57,10,4,2,1,5,3,4,1,10,0
58,4,0,1,1,1,2,3,1,40,0
41,4,0,1,1,1,2,3,1,40,0
23,4,0,2,1,3,0,4,1,40,0
47,4,0,2,1,2,3,6,1,40,0
72,5,15,1,2,1,6,3,1,28,1
26,1,13,1,2,2,5,4,1,38,0
45,2,10,1,4,3,0,2,1,40,0
48,5,15,1,1,1,5,3,1,50,1
23,2,10,1,1,3,7,4,1,40,0
